,District,Sub-District,Vaccination Site Name,Type of site,Pfizer or J&J,Start Date,Site Active (Yes/No),Open Days per week,Capacity per day
118,West rand District,Merafong City LM,Kokosi community hall,Temporary outreach site,J&J,28/06/2021,Yes,5 days,200
119,Tshwane MM,1,Soshanguve Block JJ Clinic,Primary Vaccination site,J&J,18/05/2021,Yes,5 days,240
120,Tshwane MM,2,Kekana Gardens,Primary Vaccination site,J&J,18/05/2021,Yes,5 days,160
121,Tshwane MM,3,FF.Ribeiro clinic (Council Chamber),fixed outreach site,Pfizer,18/05/2021,Yes,5 days,320
122,Tshwane MM,6,Eersterust CHC,Primary Vaccination site,J&J,18/05/2021,Yes,5 days,240
123,Tshwane MM,7,Zithobeni Clinic,Primary Vaccination site,J&J,18/05/2021,Yes,5 days,160
124,Tshwane MM,1,KT Motubatse Hall,fixed outreach site,J&J,24/05/2021,Yes,5 days,240
125,Tshwane MM,1,Phedisong 4 CHC Hall,fixed outreach site,J&J,24/05/2021,Yes,5 days,240
126,Tshwane MM,2,Suurman clinic,Primary Vaccination site,J&J,24/05/2021,Yes,5 days,160
127,Tshwane MM,3,Laudium CHC,Primary Vaccination site,J&J,24/05/2021,Yes,5 days,160
128,Tshwane MM,3,Atteridgeville Hall,fixed outreach site,J&J,24/05/2021,Yes,5 days,240
129,Tshwane MM,5,Rayton Hall,fixed outreach site,Pfizer,24/05/2021,Yes,5 days,160
130,Tshwane MM,6,Nellmapius Clinic,Primary Vaccination site,J&J,24/05/2021,Yes,5 days,120
131,Tshwane MM,3,Weskopies Hospital,Primary Vaccination site,Pfizer,07/06/2021,Yes,5 days,80
132,Tshwane MM,3,Tshwane Rehabilitation hospital,Primary Vaccination site,Pfizer,14/06/2021,Yes,5 days,80
133,Tshwane MM,1,Mabopane Indoor Center,fixed outreach site,J&J,08/06/2021,Yes,5 days,160
134,Tshwane MM,3,University of Pretoria,fixed outreach site,Pfizer,07/06/2021,Yes,5 days,80
135,Tshwane MM,4,Olievenhoutbosch hall,fixed outreach site,J&J,07/06/2021,Yes,5 days,120
136,Tshwane MM,6,Mamelodi hospital,Primary Vaccination site,J&J,08/06/2021,Yes,5 days,120
137,Tshwane MM,3,ZuidAfrikaanse hospital,Primary Vaccination site,Pfizer,07/06/2021,Yes,5 days,40
138,Tshwane MM,7,Rethabiseng hall,fixed outreach site,J&J,07/06/2021,Yes,5 days,160
139,Tshwane MM,6,Stanza Bopape hall,fixed outreach site,J&J,15/06/2021,Yes,5 days,120
140,Tshwane MM,1,Pretoria North hall,fixed outreach site,J&J,21/06/2021,Yes,5 days,120
141,Tshwane MM,2,Mandisa Shiceka Clinic,Primary Vaccination site,J&J,21/06/2021,Yes,5 days,240
142,Tshwane MM,2,Adelaide Tambo clinic,Primary Vaccination site,J&J,21/06/2021,Yes,5 days,160
143,Tshwane MM,2,Refentse Clinic (Odi),Primary Vaccination site,J&J,21/06/2021,Yes,5 days,240
144,Tshwane MM,2,Temba CHC,Primary Vaccination site,J&J,21/06/2021,Yes,5 days,240
145,Tshwane MM,3,Disaster bus,temporary outreach site,Pfizer,21/06/2021,Yes,5 days,120
146,Tshwane MM,7,Bronkospruit hall,primary vaccination site,Pfizer,12/07/2021,Yes,5 days,80
147,Tshwane MM,7,Ekangala hall,fixed outreach site,J&J,21/06/2021,Yes,5 days,160
0,Francis Baard,Sol Plaatjie,ROBERT MANGALISO SOBUKWE,PRIMARY VACCINATION SITE,Pfizer,5/17/2021,Yes,5 days,300
1,Francis Baard,Sol Plaatjie,GALESHEWE DAY HOSPITAL,PRIMARY VACCINATION SITE,Pfizer,6/9/2021,Yes,5 days,200
2,Francis Baard,Sol Plaatjie,WEST END PSY,PRIMARY VACCINATION SITE,Pfizer,7/5/2021,Yes,5 days,150
3,Francis Baard,Dikgatlong,PROF ZK MATHEWS,PRIMARY VACCINATION SITE,Pfizer,7/5/2021,Yes,5 days,150
4,Francis Baard,Phokwane,CONNIE VORSTER HOSPITAL,PRIMARY VACCINATION SITE,Pfizer,7/5/2021,Yes,5 days,150
5,Francis Baard,Phokwane,VALSPAN CLINIC,PRIMARY VACCINATION SITE,Pfizer,7/5/2021,Yes,5 days,150
6,Francis Baard,Phokwane,GANSPAN CLINIC,PRIMARY VACCINATION SITE,Pfizer,7/5/2021,Yes,5 days,150
7,Francis Baard,Dikgatlong LM,Prof ZK Matthews Hospital,Temporary Outreach,J&J,7/12/2021,Yes,5 days,150
8,Francis Baard,Dikgatlong LM,Prof ZK Matthews Hospital,Temporary Outreach,J&J,7/12/2021,Yes,5 days,150
9,Francis Baard,Dikgatlong LM,Prof ZK Matthews Hospital,Temporary Outreach,J&J,7/12/2021,Yes,5 days,150
10,Francis Baard,Magareng LM,Warrenton CHC,PRIMARY VACCINATION SITE,Pfizer,7/12/2021,Yes,5 days,150
11,Francis Baard,Magareng LM,Warrenton CHC - Warrenton Primary School,Temporary Outreach,J&J,7/12/2021,Yes,5 days,150
12,Francis Baard,Phokwane LM,Jan Kempdorp CHC Outreach 1 - Hoerskool Vaalharts,Temporary Outreach,J&J,7/12/2021,Yes,5 days,100
13,Francis Baard,Phokwane LM,Jan Kempdorp CHC- Huis Andalusia Outreach,Temporary Outreach,Pfizer,7/12/2021,Yes,5 days,100
14,Francis Baard,Phokwane LM,Jan Kempdorp CHC Outreach 3 - Ganspan Clinic,Temporary Outreach,Pfizer,7/12/2021,Yes,5 days,150
15,Francis Baard,Phokwane LM,Jan Kempdorp CHC Outreach 4 - Valspan Clinic,Temporary Outreach,Pfizer,7/12/2021,Yes,5 days,150
16,Francis Baard,Phokwane LM,Hartswater (Connie Vorster) Hospital,PRIMARY VACCINATION SITE,Pfizer,7/12/2021,Yes,5 days,150
17,Francis Baard,Phokwane LM,Hartswater (Connie Vorster) Hospital Hartswater Primary School,Temporary Outreach,J&J,7/12/2021,Yes,5 days,100
18,Francis Baard,Phokwane LM,Hartswater (Connie Vorster) Outreach 2 - Kgomotso High School,Temporary Outreach,J&J,7/12/2021,Yes,5 days,100
19,Francis Baard,Phokwane LM,Hartswater (Connie Vorster) Hospital Outreach 3 - Huis Theresa,Temporary Outreach,Pfizer,7/12/2021,Yes,5 days,100
20,Francis Baard,Sol Plaatje LM,Robert Mangaliso Sobukwe Hospital,Primary Vaccination Site,Pfizer,7/12/2021,Yes,5 days,0
21,Francis Baard,Sol Plaatje LM,Robert Mangaliso Sobukwe Hospital Outreach 1 - Harmony Home,Primary Vaccination Site,Pfizer,7/12/2021,Yes,5 days,400
22,Francis Baard,Sol Plaatje LM,Mediclinic Gariep Hospital,PRIMARY VACCINATION SITE,Pfizer,7/12/2021,Yes,5 days,200
23,Francis Baard,Sol Plaatje LM,Galeshewe Day Hospital,PRIMARY VACCINATION SITE,Pfizer,7/12/2021,Yes,5 days,150
24,Francis Baard,Sol Plaatje LM,Northern Cape Specialised Psychiatric Hospital Outreach 1 - West End Specialised TB Hospital,Temporary Outreach,Pfizer,7/12/2021,Yes,5 days,150
25,Francis Baard,Sol Plaatje LM,Ritchie Clinic Outreach 1 - Rietvale Community Hall,Temporary Outreach,Pfizer,7/12/2021,Yes,5 days,100
26,Francis Baard,Sol Plaatje LM,Florianville (Floors) Clinic,PRIMARY VACCINATION SITE,J&J,7/12/2021,Yes,5 days,100
27,Francis Baard,Sol Plaatje LM,Florianville (Floors) Clinic Outreach 1 - Newton Primary School,Temporary Outreach,J&J,7/12/2021,Yes,5 days,200
28,Francis Baard,Sol Plaatje LM,Diamond Pavilion Clicks Pharmacy,PRIMARY VACCINATION SITE,Pfizer,7/12/2021,Yes,5 days,50
0,Ngaka Modiri Molema DM,Ratlou,Ratlou CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160
1,Ngaka Modiri Molema DM,Tswaing,Delareyville CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,200
2,Ngaka Modiri Molema DM,Ramotshele Moiloa,Lehurutshe Hospital,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,200
3,Ngaka Modiri Molema DM,Disobotla,Gelukspan Hospital,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,200
4,Ngaka Modiri Molema DM,Tswaing,Ottosdal,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160
5,Ngaka Modiri Molema DM,Disobotla,Itsoseng,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160
6,Ngaka Modiri Molema DM,Mahikeng,Ramatlabama CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160
7,Dr K Kaunda DM,Maqwassie hills,Tswelelang CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,80
8,Dr K Kaunda DM,Maqwassie hills,Leeudoringstad CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,80
9,Dr K Kaunda DM,Matlosana,Botshabelo CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160
10,Dr K Kaunda DM,Matlosana,Delekile Khosa Clinic,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,80
11,Dr K Kaunda DM,Matlosana,Grace Mokhomo Clinic,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,80
12,Dr K Kaunda DM,JB Marks,Boiki Tlhapi CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,120
13,Bojanala Platinum DM,Moretele,Mathibestad CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,600
14,Bojanala Platinum DM,Kgetleng,Swartruggens CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,400
15,Bojanala Platinum DM,Kgetleng,Koster Hospital,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,280
16,Bojanala Platinum DM,Moses Kotane,Madikwe Clinic,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,240
17,Bojanala Platinum DM,Rustenburg,Boitekong CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,480
18,Bojanala Platinum DM,Madibeng,Bapong CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,240
19,Dr K Kaunda DM,Matlosana,Klerksdorp/Tshepong Hospital,Primary vaccination site,Pfizer,2021-05-17 00:00:00,yes,6 days,400
20,Dr K Kaunda DM,JB Marks,Witrand Hospital,Primary vaccination site,Pfizer,2021-05-17 00:00:00,yes,6 days,320
21,Dr K Kaunda DM,Matlosana,West Vaal hospital,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,6 days,400
22,Dr K Kaunda DM,Matlosana,N12 CHC,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,6 days,240
23,Dr K Kaunda DM,JB Marks,Ventersdorp CHC,Primary vaccination site,Pfizer,2021-06-01 00:00:00,yes,6 days,200
24,Dr K Kaunda DM,Maqwassie Hills,Nic Bodenstein Hospital,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,6 days,240
25,Ngaka Modiri Molema DM,Tswaing,Gen de la Rey Hospital,Primary vaccination site,Pfizer,2021-05-18 00:00:00,yes,6 days,160
26,Ngaka Modiri Molema DM,Mahikeng,Mafikeng Provincial Hospital,Primary vaccination site,Pfizer,2021-05-18 00:00:00,yes,6 days,360
27,Ngaka Modiri Molema DM,Ramotshele Moiloa,Zeerust Hospital,Primary vaccination site,Pfizer,2021-05-18 00:00:00,yes,6 days,120
28,Bojanala Platinum DM,Rustenburg,Job Shimankana Tabane Hospital,Primary vaccination site,Pfizer,2021-05-17 00:00:00,yes,6 days,600
29,Bojanala Platinum DM,Madibeng,Brits Hospital,Primary vaccination site,Pfizer,2021-05-17 00:00:00,yes,6 days,600
30,Bojanala Platinum DM,Moses Kotane,Moses Kotane Hospital,Primary vaccination site,Pfizer,2021-06-01 00:00:00,yes,6 days,600
31,Bojanala Platinum DM,Rustenburg,Bafokeng CHC,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,6 days,320
32,Ruth Segomotsi Mompati DM,Naledi,Joe Morolong Memorial,Primary vaccination site,Pfizer,2021-05-18 00:00:00,yes,6 days,400
33,Ruth Segomotsi Mompati DM,Taung,Sekhing CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,80
34,Ruth Segomotsi Mompati DM,Lekwa Temane,Schweizer Reneke Hospital,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,200
35,Ruth Segomotsi Mompati DM,Naledi,Stella CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,200
36,Ruth Segomotsi Mompati DM,Kagisano Molopo,Ganyesa,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160
37,Ruth Segomotsi Mompati DM,Mamusa,Bloemhof CHC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,160
38,Ruth Segomotsi Mompati DM,Taung,Taung Hosp,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,240
39,Ruth Segomotsi Mompati DM,Mamusa,Christiana Hospital,Primary vaccination site,Pfizer,2021-06-14 00:00:00,yes,6 days,200
0,Fezile Dabi,Moqhaka,Boitumelo Regional Hospital,Primary Vaccination site,Pfizer,7/1/2021,Yes,5 days,500.0
1,Fezile Dabi,Ngwathe,Tokollo District Hospital,Primary Vaccination site,Pfizer,7/1/2021,Yes,5 days,150.0
2,Lejweleputswa,Matjhabeng,Bongani Regional Hospital,Health Facility,Pfizer,7/1/2021,Yes,5 days,500.0
3,Lejweleputswa,Matjhabeng,Katleho District Hospital,Health Facility,Pfizer,7/1/2021,Yes,5 days,200.0
4,Lejweleputswa,Matjhabeng,Thusanong District Hospital,Health Facility,Pfizer,7/1/2021,Yes,5 days,240.0
5,Lejweleputswa,Nala,Nala District Hospital,Health Facility,Pfizer,7/1/2021,Yes,5 days,180.0
6,Lejweleputswa,Tswelopele,Mohau District Hospital,Health Facility,Pfizer,7/1/2021,Yes,5 days,90.0
7,Lejweleputswa,Masilonyana,Winburg District Hospital,Health Facility,Pfizer,7/1/2021,Yes,5 days,100.0
8,Lejweleputswa,Tokologo,Dealsville Clinic,Health Facility,Pfizer,7/1/2021,Yes,1 day,204.0
9,Thabo Mofutsanyana,Dihlabeng,"Dihlabeng regional hospital, Bethlehem",Primary Vaccination site,Pfizer,7/1/2021,Yes,5 days,84.0
10,Thabo Mofutsanyana,Mantsopa,Senoritha Nthlabathi DH,Primary Vaccination site,Pfizer,7/1/2021,Yes,5 days,60.0
11,Thabo Mofutsanyana,Nketoana,Nketoana Hospital,Primary Vaccination site,Pfizer,7/1/2021,Yes,2 days,60.0
12,Thabo Mofutsanyana,Phumelela,Phumelela District hospital,Primary Vaccination site,Pfizer,7/1/2021,Yes,1 day,60.0
13,Thabo Mofutsanyana,Setsoto,Ficksburg town hall,Temporary outreach site,J&J,7/1/2021,Yes,,
14,Thabo Mofutsanyana,Setsoto,Phutholoha hospital,Primary Vaccination site,Pfizer,7/1/2021,Yes,1 day,72.0
15,Mangaung,Bloemfontein,Boikhucho,Primary vaccination site,Pfizer,7/1/2021,Yes,5 days,250.0
16,Mangaung,Bloemfontein,MUCPP,Primary vaccination site,Pfizer,7/1/2021,Yes,5 days,100.0
17,Mangaung,Bloemfontein,Universitas,Primary vaccination site,Pfizer,7/1/2021,Yes,5 days,1000.0
18,Mangaung,Bloemfontein,Pelonomi,Primary vaccination site,Pfizer,7/1/2021,Yes,5 days,500.0
19,Mangaung,Botshabelo,fs Botshabelo Hospital,Primary vaccination site,Pfizer,7/1/2021,Yes,5 days,300.0
20,Mangaung,Thaba Nchu,fs Dr JS Moroka Hospital,Primary vaccination site,Pfizer,7/1/2021,Yes,5 days,300.0
0,Amajuba DM,Dannhauser LM,kz Dannhauser CHC,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,200
1,Amajuba DM,Newcastle LM,kz Madadeni Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,500
2,Amajuba DM,Newcastle LM,kz Newcastle Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,400
3,Amajuba DM,Emadlangeni LM,kz Niemeyer Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,150
4,Amajuba DM,Newcastle LM,Lennoxton Primary School,Temporary Outreach Site,J&J,6/23/2021,Yes,2 days,500
5,Amajuba DM,Newcastle LM,Osizweni Community Hall,Temporary Outreach Site,Pfizer,5/28/2021,Yes,7 days,200
6,Amajuba DM,Newcastle LM,Osizweni Handicraft Centre,Temporary Outreach Site,Pfizer,6/17/2021,Yes,7 days,200
7,Amajuba DM,Newcastle LM,Amajuba Education Centre,Temporary Outreach Site,J&J,6/23/2021,Yes,2 days,500
8,eThekwini MM,eThekwini Sub-district,Addington Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,250
9,eThekwini MM,eThekwini Sub-district,Clairwood Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,700
10,eThekwini MM,eThekwini Sub-district,Inanda C Community Health Centre,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,200
11,eThekwini MM,eThekwini Sub-district,Inkosi Albert Luthuli Central Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,550
12,eThekwini MM,eThekwini Sub-district,King Edward VIII Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,450
13,eThekwini MM,eThekwini Sub-district,Prince Mshiyeni Memorial Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,400
14,eThekwini MM,eThekwini Sub-district,St. Mary's (Mariannhill) Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,200
15,eThekwini MM,eThekwini Sub-district,Wentworth Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,5 days,300
16,eThekwini MM,eThekwini Sub-district,Amanzimtoti Civic Centre,Temporary Outreach Site,Pfizer,5/17/2021,Yes,5 days,350
17,eThekwini MM,eThekwini Sub-district,Bethsaida Ministries International,Temporary Outreach Site,Pfizer,5/31/2021,Yes,5 days,500
18,eThekwini MM,eThekwini Sub-district,Kwamashu Indoor Sports Centre,Temporary Outreach Site,Pfizer,5/18/2021,Yes,5 days,400
19,eThekwini MM,eThekwini Sub-district,Moses Mabhida People's Park,Temporary Outreach Site,Pfizer,5/17/2021,Yes,7 days,900
20,eThekwini MM,eThekwini Sub-district,Mpumalanga Comm Hall,Temporary Outreach Site,Pfizer,5/31/2021,Yes,7 days,500
21,eThekwini MM,eThekwini Sub-district,Pinetown Civic Centre,Temporary Outreach Site,Pfizer,5/17/2021,Yes,7 days,700
22,eThekwini MM,eThekwini Sub-district,Tongaat Indoor Sports Centre,Temporary Outreach Site,Pfizer,5/24/2021,Yes,5 days,400
23,eThekwini MM,eThekwini Sub-district,Umlazi D Hall,Temporary Outreach Site,Pfizer,5/31/2021,Yes,5 days,250
24,eThekwini MM,eThekwini Sub-district,Watercrest Underground Parking,Temporary Outreach Site,Pfizer,5/31/2021,Yes,5 days,400
25,eThekwini MM,eThekwini Sub-district,Amaoti Community Hall,Temporary Outreach Site,Pfizer,5/17/2021,Yes,5 days,200
26,eThekwini MM,eThekwini Sub-district,"Mountainview Hall, Verulam",Temporary Outreach Site,Pfizer,5/31/2021,Yes,5 days,300
27,eThekwini MM,eThekwini Sub-district,Nelson Mandela Youth Centre Chatsworth,Temporary Outreach Site,Pfizer,5/17/2021,Yes,5 days,700
28,eThekwini MM,eThekwini Sub-district,Umbumbulu Hall,Temporary Outreach Site,Pfizer,5/17/2021,Yes,5 days,150
29,eThekwini MM,eThekwini Sub-district,Umlazi K Hall,Temporary Outreach Site,Pfizer,5/31/2021,Yes,5 days,100
30,eThekwini MM,eThekwini Sub-district,Dassenhoek Community hall,Temporary Outreach Site,Pfizer,6/7/2021,Yes,5 days,150
31,Harry Gwala DM,uBuhlebezwe LM,kz Christ the King Hospital,Primary Vaccination Site,Pfizer,5/7/2021,Yes,6 days,350
32,Harry Gwala DM,Greater Kokstad LM,kz East Griqualand and Usher Memorial Hospital,Primary Vaccination Site,Pfizer,5/17/2021,Yes,6 days,300
33,Harry Gwala DM,Dr Nkosazana Dlamini-Zuma LM,kz Pholela CHC,Primary Vaccination Site,Pfizer,17/05/2021,Yes,5 days,300
34,Harry Gwala DM,uMzimkhulu LM,kz Rietvlei Hospital,Primary Vaccination Site,Pfizer,17/05/2021,Yes,6 days,350
35,Harry Gwala DM,Dr Nkosazana Dlamini-Zuma LM,kz St Apollinaris Hospital,Primary Vaccination Site,Pfizer,17/05/2021,Yes,5 days,350
36,Harry Gwala DM,uMzimkhulu LM,kz St Margaret's TB MDR Hospital,Temporary Outreach Site,Pfizer,17/05/2021,Yes,6 days,300
37,iLembe DM,KwaDukuza LM,KwaDukuza Hall,Temporary Outreach Site,Pfizer,02/07/2021,Yes,7 days,300
38,iLembe DM,KwaDukuza LM,Lloyd Town Hall,Temporary Outreach Site,Pfizer,01/07/2021,Yes,2 days,100
39,iLembe DM,Mandeni LM,Sundumbili CHC,Primary Vaccination Site,Pfizer,17/05/2021,Yes,7 days,150
40,iLembe DM,Mandeni LM,Amatikulu training community hall,Temporary Outreach Site,Pfizer,19/07/2021,Yes,5 days,150
41,iLembe DM,Mandeni LM,Sibusisiwe Community Hall,Temporary Outreach Site,Pfizer,12/07/2021,Yes,7 days,150
42,iLembe DM,Maphumulo LM,Poyinandi Hall,Temporary Outreach Site,Pfizer,19/07/2021,Yes,3 days,100
43,iLembe DM,Maphumulo LM,Dingizwe hall,Temporary Outreach Site,Pfizer,12/0/2021,Yes,3 days,100
44,iLembe DM,Ndwedwe LM,Ndwedwe CHC,Primary Vaccination Site,Pfizer,17/05/2021,Yes,7 days,150
45,King Cetshwayo DM,uMlalazi LM,Gingindlovu Clinic,Temporary Outreach Site,Pfizer,2021-06-05 00:00:00,Yes,3 days,100
46,King Cetshwayo DM,uMhlathuze LM,Queen Nandi Regional Hospital,Primary Vaccination Site,Pfizer,7/1/2021,Yes,5 days,250
47,King Cetshwayo DM,uMfolozi LM,Umbonambi Clinic,Temporary Outreach Site,Pfizer,6/29/2021,Yes,7 days,100
48,King Cetshwayo DM,uMfolozi LM,Dondotha Clinic,Temporary Outreach Site,Pfizer,6/27/2021,Yes,7 days,100
49,King Cetshwayo DM,uMfolozi LM,Cinci Clinic,Temporary Outreach Site,Pfizer,2021-06-29 00:00:00,Yes,7 days,100
50,King Cetshwayo DM,uMfolozi LM,Ocilwane Clinic,Temporary Outreach Site,Pfizer,,Yes,7 days,100
51,King Cetshwayo DM,uMfolozi LM,Ntambanan Clinic,Temporary Outreach Site,Pfizer,2021-06-29 00:00:00,Yes,7 days,100
52,King Cetshwayo DM,uMhlathuze LM,Nseleni CHC,Primary Vaccination Site,Pfizer,24/5/2021,Yes,7 days,50
53,King Cetshwayo DM,uMhlathuze LM,KwaLanga Creche,Temporary Outreach Site,Pfizer,7/6/2021,Yes,7 days,50
54,King Cetshwayo DM,Mthonjaneni LM,Ndundulu Clinic,Temporary Outreach Site,Pfizer,6/22/2021,Yes,7 days,100
55,King Cetshwayo DM,Mthonjaneni LM,Nogajuka Clinic,Temporary Outreach Site,Pfizer,6/23/2021,Yes,7 days,100
56,King Cetshwayo DM,Mthonjaneni LM,KwaMagwaza Hospital,Temporary Outreach Site,Pfizer,6/28/2021,Yes,7 days,50
57,King Cetshwayo DM,Mthonjaneni LM,Ndundulu Clinic,Temporary Outreach Site,Pfizer,6/30/2021,Yes,7 days,50
58,King Cetshwayo DM,Mthonjaneni LM,KwaMagwaza Hospital,Temporary Outreach Site,Pfizer,6/30/2021,Yes,7 days,50
59,King Cetshwayo DM,Mthonjaneni LM,KwaMagwaza Hospital,Temporary Outreach Site,Pfizer,6/18/2021,Yes,7 days,100
60,Ugu DM,Ray Nkonyeni LM,Gamalakhe Community Health Centre,Primary Vaccination Site,Pfizer,6/28/2021,Yes,7 days,150
61,Ugu DM,Umzumbe LM,Turton CHC - (Mfundo Arnold Lushaba CHC),Primary Vaccination Site,Pfizer,6/28/2021,Yes,7 days,150
62,Ugu DM,Ray Nkonyeni LM,Port Shepstone Civic Centre,Temporary Outreach Site,Pfizer,6/30/2021,Yes,3 days,150
63,Ugu DM,Umuziwabantu LM,Harding Town Hall,Temporary Outreach Site,Pfizer,7/1/2021,Yes,2 days,100
64,Ugu DM,Umzumbe LM,Isibanini Hall,Temporary Outreach Site,Pfizer,7/1/2021,Yes,2 days,150
65,uMgungundlovu DM,The Msunduzi LM,Imbalenhle CHC,Primary Vaccination Site,Pfizer,6/28/2021,Yes,5 days,100
66,uMgungundlovu DM,The Msunduzi LM,Caluza Sports Ground,Temporary Outreach Site,Pfizer,6/28/2021,Yes,7 days,50
67,uMgungundlovu DM,The Msunduzi LM,Royal Show Grounds,Temporary Outreach Site,Pfizer,6/28/2021,Yes,7 days,1450
68,uMgungundlovu DM,Richmond LM,Richmond Chest Hospital,Primary Vaccination Site,Pfizer,6/28/2021,Yes,5 days,200
69,uMgungundlovu DM,Richmond LM,Agricultural Hall,Temporary Outreach Site,Pfizer,6/28/2021,Yes,7 days,100
70,Umkhanyakude DM,Umhlabuyalingana LM,Tembe Tribal Community Hall,Temporary Outreach Site,Pfizer,24/05/2021,Yes,5 days,350
71,Umkhanyakude DM,Jozini LM,Msiyane Community Hall,Temporary Outreach Site,Pfizer,24/05/2021,Yes,5 days,300
72,Umkhanyakude DM,Big 5 Hlabisa LM,Ihholo LaMakhosi Community Hall,Temporary Outreach Site,Pfizer,24/05/2021,Yes,5 days,150
73,Umkhanyakude DM,Big 5 Hlabisa LM,Inkosi Mzondeni Community Hall,Temporary Outreach Site,Pfizer,16/05/2021,Yes,5 days,300
74,Umkhanyakude DM,Jozini LM,Bhambanana Community Hall,Temporary Outreach Site,Pfizer,28/05/2021,Yes,6 days,300
75,Umkhanyakude DM,Umhlabuyalingana LM,Vuka Mabasa Hall,Temporary Outreach Site,Pfizer,31/05/2021,Yes,5 days,300
76,Umzinyathi DM,Msinga LM,Pomeroy CHC,Primary Vaccination Site,Pfizer,17/05/2021,Yes,7 days,150
77,Umzinyathi DM,Msinga LM,CJ Mthethwa Hall,Temporary Outreach Site,J&J,22/06/2021,Yes,5 days,700
78,Umzinyathi DM,Endumeni LM,Dundee Hospital,Primary Vaccination Site,J&J,2021-06-22 00:00:00,Yes,5 days,500
79,Umzinyathi DM,Nquthu LM,Charles Johnson Memorial Hospital,Primary Vaccination Site,Pfizer,17/05/2021,Yes,7 days,150
80,Umzinyathi DM,Msinga LM,Mkhuphulangwenya Hall,Temporary Outreach Site,Pfizer,27/05/2021,Yes,7 days,600
81,uThukela DM,Inkosi Langalibalele LM,Wembezi Community Hall,Temporary Outreach site,Pfizer,7/1/2021,Yes,7 days,250
82,uThukela DM,Inkosi Langalibalele LM,Weenen Community Hall,Temporary Outreach site,Pfizer,7/4/2021,Yes,7 days,250
83,uThukela DM,Inkosi Langalibalele LM,Ntabamhlophe Thusong Centre,Temporary Outreach site,Pfizer,7/2/2021,Yes,7 days,250
84,uThukela DM,Inkosi Langalibalele LM,Forderville Community Hall,Temporary Outreach site,Pfizer,6/30/2021,Yes,7 days,150
85,uThukela DM,Okhahlamba LM,Tabhane Community Hall,Temporary Outreach site,Pfizer,7/3/2021,Yes,7 days,150
86,Zululand DM,uPhongolo LM,Pongola Christian Centre,Temporary Outreach Site,Pfizer,30/06/2021,Yes,1 day,200
87,Zululand DM,uPhongolo LM,Belgrade Hall,Temporary Outreach Site,Pfizer,05/07/2021,Yes,5 days,200
88,Zululand DM,Abaqulusi LM,Mondlo A (2nd Dose),Temporary Outreach Site,Pfizer,12/07/2021,Yes,3 days,150
