,Unnamed: 0,District,Sub-District,Vaccination Site Name,Type of site,Pfizer or J&J,Start Date,Site Active (Yes/No),Open Days per week,Capacity per day,Latitude,Longitude,Municipality,DISTRICT_N,DISTRICT_C
416,187,Overberg,Overstrand Municipality,Hermanus Auditorium,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,200,-34.42043,19.24011,Overstrand,Overberg,DC3
417,188,Overberg,Overstrand Municipality,Zwelihle Community Hall,Temporary outreach site,Pfizer,2021-06-01 00:00:00,Yes,2 days,100,-34.41699981689453,19.33300018310547,Overstrand,Overberg,DC3
418,189,Overberg,Overstrand Municipality,Proteadorp Community Hall,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,3 days,150,-29.57958,30.38882,Overstrand,Overberg,DC3
419,190,Overberg,Overstrand Municipality,Hawston Thusong Hall,Temporary outreach site,Pfizer,2021-06-04 00:00:00,Yes,2 days,100,-34.41699981689453,19.33300018310547,Overstrand,Overberg,DC3
420,191,Overberg,Overstrand Municipality,Stanford Clinic,Temporary outreach site,Pfizer,2021-06-02 00:00:00,Yes,2 days,100,-34.44074,19.45859,Overstrand,Overberg,DC3
421,192,Overberg,Overstrand Municipality,Caledon/Hermanus/Stanford Mobile 4,Temporary outreach site,Pfizer,2021-06-23 00:00:00,Yes,1 day,50,-34.42043,19.24011,Overstrand,Overberg,DC3
422,193,Overberg,Overstrand Municipality,Sports Hall Gansbaai,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,3 days,150,-34.61406,19.35966,Overstrand,Overberg,DC3
423,194,Overberg,Swellendam Municipality,Swellendam Showgrounds,Temporary outreach site,Pfizer,2021-06-16 00:00:00,Yes,1 day,250,-34.02065,20.44392,Swellendam,Overberg,DC3
424,195,Overberg,Swellendam Municipality,Nuwedorp Mobile Post,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,1 day,100,-34.03905,20.42586,Swellendam,Overberg,DC3
425,196,Overberg,Swellendam Municipality,Railton Community Hall,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,1 day,100,-29.57958,30.38882,Swellendam,Overberg,DC3
426,197,Overberg,Swellendam Municipality,Fort Haven Hall Barrydale,Temporary outreach site,Pfizer,2021-06-11 00:00:00,Yes,1 day,100,-33.91289,20.73057,Swellendam,Overberg,DC3
427,198,Overberg,Swellendam Municipality,Suurbraak Clinic,Temporary outreach site,Pfizer,2021-06-18 00:00:00,Yes,1 day,150,-34.00416,20.64944,Swellendam,Overberg,DC3
428,199,Overberg,Swellendam Municipality,Buffeljagsrivier Clinic,Temporary outreach site,Pfizer,2021-06-10 00:00:00,Yes,1 day,150,-34.02065,20.44392,Swellendam,Overberg,DC3
429,200,Overberg,Theewaterskloof Municipality,Grabouw CHC,Primary vaccination site,Pfizer,2021-06-01 00:00:00,Yes,5 days,200,-34.15515,18.9848,Theewaterskloof,Overberg,DC3
430,201,Overberg,Theewaterskloof Municipality,Grabouw Kleinbegin/Timbers,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,3 days,100,-34.15515,18.9848,Theewaterskloof,Overberg,DC3
431,202,Overberg,Theewaterskloof Municipality,Villiersdorp Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,3 days,100,-34.23544,19.41551,Theewaterskloof,Overberg,DC3
432,203,Overberg,Theewaterskloof Municipality,Botrivier Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,3 days,50,-34.22618,19.20443,Theewaterskloof,Overberg,DC3
433,204,Overberg,Theewaterskloof Municipality,Genadendal Clinic,Temporary outreach site,Pfizer,2021-05-31 00:00:00,Yes,3 days,50,-34.23544,19.41551,Theewaterskloof,Overberg,DC3
434,205,Overberg,Theewaterskloof Municipality,Voorstekraal Satellite Clinic,Temporary outreach site,Pfizer,2021-06-02 00:00:00,Yes,1 day,20,-28.996320724487305,25.087142944335938,Theewaterskloof,Overberg,DC3
435,206,Overberg,Theewaterskloof Municipality,Bereaville Satellite Clinic,Temporary outreach site,Pfizer,2021-06-02 00:00:00,Yes,1 day,20,-28.996320724487305,25.087142944335938,Theewaterskloof,Overberg,DC3
436,207,Overberg,Theewaterskloof Municipality,Greyton Satellite Clinic,Temporary outreach site,Pfizer,2021-06-03 00:00:00,Yes,1 day,20,-28.996320724487305,25.087142944335938,Theewaterskloof,Overberg,DC3
437,208,Overberg,Theewaterskloof Municipality,Victoria Hall Caledon,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,2 days,50,-34.23147,19.42721,Theewaterskloof,Overberg,DC3
438,209,Overberg,Theewaterskloof Municipality,Caledon Hospital,Primary vaccination site,Pfizer,2021-05-31 00:00:00,Yes,5 days,50,-28.996320724487305,25.087142944335938,Theewaterskloof,Overberg,DC3
439,210,Overberg,Theewaterskloof Municipality,Riviersonderend Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,2 days,50,-34.0867,19.78335,Theewaterskloof,Overberg,DC3
440,211,West Coast,Bergrivier Municipality,Piketberg Clinic,Primary vaccination site,Pfizer,2021-05-31 00:00:00,Yes,4 days,50,-32.92596,18.32711,Bergrivier,West Coast,DC1
441,212,West Coast,Bergrivier Municipality,Porterville Clinic,Primary vaccination site,Pfizer,2021-05-31 00:00:00,Yes,3 days,50,-32.92596,18.32711,Bergrivier,West Coast,DC1
442,213,West Coast,Bergrivier Municipality,Wittewater Satellite Clinic,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,1 day,50,-32.75,18.75,Bergrivier,West Coast,DC1
443,214,West Coast,Bergrivier Municipality,Goedverwacht Satellite Clinic,Temporary outreach site,Pfizer,2021-06-01 00:00:00,Yes,1 day,50,-32.75,18.75,Bergrivier,West Coast,DC1
444,215,West Coast,Bergrivier Municipality,Eendekuil Satellite Clinic,Temporary outreach site,Pfizer,2021-06-11 00:00:00,Yes,1 day,50,-32.75,18.75,Bergrivier,West Coast,DC1
445,216,West Coast,Bergrivier Municipality,Redelinghuys Satellite Clinic,Temporary outreach site,Pfizer,2021-06-08 00:00:00,Yes,1 day,50,-32.75,18.75,Bergrivier,West Coast,DC1
446,217,West Coast,Bergrivier Municipality,Aurora Satellite Clinic,Temporary outreach site,Pfizer,2021-05-31 00:00:00,Yes,1 day,50,-32.75,18.75,Bergrivier,West Coast,DC1
447,218,West Coast,Bergrivier Municipality,Velddrif Clinic,Primary vaccination site,Pfizer,2021-05-31 00:00:00,Yes,4 days,50,-32.78574,18.18173,Bergrivier,West Coast,DC1
448,219,West Coast,Cederberg Municipality,Citrusdal Clinic,Primary vaccination site,Pfizer,2021-06-01 00:00:00,Yes,5 days,0,-32.5038,19.25929,Cederberg,West Coast,DC1
449,220,West Coast,Cederberg Municipality,Graafwater Clinic,Primary vaccination site,Pfizer,2021-06-07 00:00:00,Yes,5 days,50,-32.1732,18.86912,Cederberg,West Coast,DC1
450,221,West Coast,Cederberg Municipality,Lamberts Bay Clinic,Primary vaccination site,Pfizer,2021-06-01 00:00:00,Yes,5 days,30,-32.09815,18.3102,Cederberg,West Coast,DC1
451,222,West Coast,Cederberg Municipality,Elands Bay Clinic,Primary vaccination site,Pfizer,2021-06-07 00:00:00,Yes,5 days,30,-32.3138,18.34026,Cederberg,West Coast,DC1
452,223,West Coast,Cederberg Municipality,Wupperthal Clinic,Temporary outreach site,Pfizer,2021-06-08 00:00:00,Yes,5 days,50,-32.27348,19.2191,Cederberg,West Coast,DC1
453,224,West Coast,Cederberg Municipality,Citrusdal Hospital,Primary vaccination site,Pfizer,2021-06-01 00:00:00,Yes,5 days,30,-32.50379943847656,19.259294509887695,Cederberg,West Coast,DC1
454,225,West Coast,Cederberg Municipality,Clanwilliam Hospital,Primary vaccination site,Pfizer,2021-06-01 00:00:00,Yes,5 days,30,-32.18195,18.88754,Cederberg,West Coast,DC1
455,226,West Coast,Matzikama Municipality,Klawer Community Hall,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,5 days,28,-29.57958,30.38882,Matzikama,West Coast,DC1
456,227,West Coast,Matzikama Municipality,Lutzville Community Hall West,Temporary outreach site,Pfizer,2021-06-02 00:00:00,Yes,3 days,28,-30.95624,18.04166,Matzikama,West Coast,DC1
457,228,West Coast,Matzikama Municipality,Lutzville Uitkyk,Temporary outreach site,Pfizer,2021-06-28 00:00:00,Yes,5 days,28,-31.55007,18.34166,Matzikama,West Coast,DC1
458,229,West Coast,Matzikama Municipality,Vredendal North Community Hall,Temporary outreach site,Pfizer,2021-06-01 00:00:00,Yes,5 days,28,-31.64618,18.52816,Matzikama,West Coast,DC1
459,230,West Coast,Matzikama Municipality,Van Rhynsdorp Community Hall,Temporary outreach site,Pfizer,2021-06-22 00:00:00,Yes,5 days,28,-29.57958,30.38882,Matzikama,West Coast,DC1
460,231,West Coast,Matzikama Municipality,Doringbaai Satellite Clinic,Temporary outreach site,Pfizer,2021-06-29 00:00:00,Yes,3 days,28,-28.996320724487305,25.087142944335938,Matzikama,West Coast,DC1
461,232,West Coast,Matzikama Municipality,Ebenhaezer Satellite Clinic,Temporary outreach site,Pfizer,2021-06-28 00:00:00,Yes,3 days,28,-28.996320724487305,25.087142944335938,Matzikama,West Coast,DC1
462,233,West Coast,Matzikama Municipality,Koekenaap Satellite Clinic,Temporary outreach site,Pfizer,2021-06-30 00:00:00,Yes,3 days,28,-28.996320724487305,25.087142944335938,Matzikama,West Coast,DC1
463,234,West Coast,Matzikama Municipality,Bitterfontein Satellite Clinic,Temporary outreach site,Pfizer,2021-06-11 00:00:00,Yes,1 day,28,-28.996320724487305,25.087142944335938,Matzikama,West Coast,DC1
464,235,West Coast,Matzikama Municipality,Kliprand Satellite Clinic,Temporary outreach site,Pfizer,2021-06-29 00:00:00,Yes,1 day,28,-28.996320724487305,25.087142944335938,Matzikama,West Coast,DC1
465,236,West Coast,Matzikama Municipality,Molsvlei Satellite Clinic,Temporary outreach site,Pfizer,2021-06-17 00:00:00,Yes,1 day,28,-28.996320724487305,25.087142944335938,Matzikama,West Coast,DC1
466,237,West Coast,Matzikama Municipality,Nuwerus Satellite Clinic,Temporary outreach site,Pfizer,2021-06-18 00:00:00,Yes,1 day,28,-28.996320724487305,25.087142944335938,Matzikama,West Coast,DC1
467,238,West Coast,Matzikama Municipality,Rietpoort Satellite Clinic,Temporary outreach site,Pfizer,2021-06-15 00:00:00,Yes,1 day,28,-28.996320724487305,25.087142944335938,Matzikama,West Coast,DC1
468,239,West Coast,Matzikama Municipality,Stofkraal Satellite Clinic,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,1 day,28,-28.996320724487305,25.087142944335938,Matzikama,West Coast,DC1
469,240,West Coast,Matzikama Municipality,Vredendal Hospital,Primary vaccination site,Pfizer,2021-06-01 00:00:00,yes,5 days,28,-31.67422,18.50127,Matzikama,West Coast,DC1
470,241,West Coast,Saldanha Bay Municipality,Diazville Community Hall,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,5 days,35,-33.07324,18.05576,Saldanha Bay,West Coast,DC1
471,242,West Coast,Saldanha Bay Municipality,Hopefield Community Hall,Temporary outreach site,Pfizer,2021-06-01 00:00:00,Yes,5 days,35,-33.07324,18.05576,Saldanha Bay,West Coast,DC1
472,243,West Coast,Saldanha Bay Municipality,Langebaan Town Hall,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,2 days,35,-33.07324,18.05576,Saldanha Bay,West Coast,DC1
473,244,West Coast,Saldanha Bay Municipality,Skilpad Hall,Temporary outreach site,Pfizer,2021-06-23 00:00:00,Yes,5 days,35,-33.07324,18.05576,Saldanha Bay,West Coast,DC1
474,245,West Coast,Saldanha Bay Municipality,Sandy Point Community Hall,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,5 days,35,-32.74263,18.00671,Saldanha Bay,West Coast,DC1
475,246,West Coast,Saldanha Bay Municipality,Solomon Paternoster Hall,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,2 days,35,-33.07324,18.05576,Saldanha Bay,West Coast,DC1
476,247,West Coast,Saldanha Bay Municipality,Saldanha Multi-purpose Hall,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,35,-33.07324,18.05576,Saldanha Bay,West Coast,DC1
477,248,West Coast,Saldanha Bay Municipality,Dial Rock Saldanha,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,35,-33.07324,18.05576,Saldanha Bay,West Coast,DC1
478,249,West Coast,Saldanha Bay Municipality,Laingville Church,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,5 days,35,-33.07324,18.05576,Saldanha Bay,West Coast,DC1
479,250,West Coast,Saldanha Bay Municipality,Steenbergs Cove,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,5 days,35,-33.07324,18.05576,Saldanha Bay,West Coast,DC1
480,251,West Coast,Swartland Municipality,Moorreesburg Town hall,Temporary outreach site,Pfizer,2021-06-11 00:00:00,Yes,5 days,13,-33.9874,18.52649,Swartland,West Coast,DC1
481,252,West Coast,Swartland Municipality,Darling Community Hall,Temporary outreach site,Pfizer,2021-06-21 00:00:00,Yes,5 days,13,-29.57958,30.38882,Swartland,West Coast,DC1
482,253,West Coast,Swartland Municipality,Riebeek Wes Town Hall,Temporary outreach site,Pfizer,2021-06-29 00:00:00,Yes,5 days,13,-33.35064,18.86992,Swartland,West Coast,DC1
483,254,West Coast,Swartland Municipality,Riebeek Kasteel Community Hall,Temporary outreach site,Pfizer,2021-06-25 00:00:00,Yes,5 days,13,-33.3847,18.89744,Swartland,West Coast,DC1
484,255,West Coast,Swartland Municipality,Wesbank Community Hall,Temporary outreach site,Pfizer,2021-06-01 00:00:00,Yes,4 days,13,-29.57958,30.38882,Swartland,West Coast,DC1
485,256,West Coast,Swartland Municipality,Koringberg Satellite Clinic,Temporary outreach site,Pfizer,2021-06-24 00:00:00,Yes,2 days,13,-28.996320724487305,25.087142944335938,Swartland,West Coast,DC1
486,257,West Coast,Swartland Municipality,Abbotsdale Satellite Clinic,Temporary outreach site,Pfizer,2021-06-10 00:00:00,Yes,1 day,13,-28.996320724487305,25.087142944335938,Swartland,West Coast,DC1
487,258,West Coast,Swartland Municipality,Kalbaskraal Satellite Clinic,Temporary outreach site,Pfizer,2021-06-18 00:00:00,Yes,1 day,13,-28.996320724487305,25.087142944335938,Swartland,West Coast,DC1
488,259,West Coast,Swartland Municipality,Riverlands Satellite Clinic,Temporary outreach site,Pfizer,2021-06-18 00:00:00,Yes,3 days,13,-28.996320724487305,25.087142944335938,Swartland,West Coast,DC1
489,260,West Coast,Swartland Municipality,Yzerfontein Town Hall,Temporary outreach site,Pfizer,2021-07-02 00:00:00,Yes,4 days,13,-33.34492,18.16156,Swartland,West Coast,DC1
490,261,West Coast,Swartland Municipality,Chatsworth Satellite Clinic,Temporary outreach site,Pfizer,2021-06-10 00:00:00,Yes,1 day,13,-28.996320724487305,25.087142944335938,Swartland,West Coast,DC1
491,262,West Coast,Saldanha Bay Municipality,Vredenburg Hospital,Primary vaccination site,Pfizer,2021-06-01 00:00:00,yes,5 days,0,-33.07324,18.05576,Saldanha Bay,West Coast,DC1
492,263,Central Karoo DM,Beaufort West LM,"Dan De Villiers Building Corner of Grimbeeck & Thompson street, Beaufort West",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc,-28.996320724487305,25.087142944335938,Beaufort West,Central Karoo,DC5
493,264,Central Karoo DM,Beaufort West LM,Thusung Centre 26 Leed street Murraysburg,Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc,-26.07724,27.78634,Beaufort West,Central Karoo,DC5
494,265,Central Karoo DM,Laingsburg LM,Thusong Centre Cnr Main & Third Avenue Laingsburg,Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc,-33.19476,20.86649,Laingsburg,Central Karoo,DC5
495,266,Central Karoo DM,Prince Albert LM,Thusong Centre Church street Prince Albert,Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc,-33.2227,22.0296,Prince Albert,Central Karoo,DC5
496,267,Garden Route DM,Bitou LM,"Demar Building, Main Road, Knysna",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc,,,Bitou,Garden Route,DC4
497,268,Garden Route DM,George LM,"DSD Boardroom, York Park building Ground Floor",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc,-28.996320724487305,25.087142944335938,George,Garden Route,DC4
498,269,Garden Route DM,Hessequa LM,"DSD Office, 6 Van Riebeeck Street, Riversdale",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc,-34.09268,20.96306,Hessequa,Garden Route,DC4
499,270,Garden Route DM,Kannaland,"Thusong Cente, Ladismith",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc,-33.4943,21.26933,Kannaland,Garden Route,DC4
500,271,Garden Route DM,Knysna LM,"Demar Building, Main Road, Knysna",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc,,,Knysna,Garden Route,DC4
501,272,Garden Route DM,Mossel Bay LM,"DSD Office, 24 Marsh Street, Mossel Bay",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc,-34.18325,22.15151,Mossel Bay,Garden Route,DC4
502,273,Garden Route DM,Oudtshoorn LM,"Seppie Greeff Building, Voortrekker Road",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc,-33.59418,22.22247,Oudtshoorn,Garden Route,DC4
503,0,Sedibeng DM,Emfuleni LM,Saul Tsotetsi,fixed outreach site,J&J,23/06/2021,yes,5 days,240,-26.69811,27.78513,Emfuleni,Sedibeng,DC42
504,1,Sedibeng DM,Midvaal,lakeside hall,fixed outreach site,J&J,23/06/2021,yes,5 days,80,-26.43001,28.10214,Midvaal,Sedibeng,DC42
505,2,Sedibeng DM,Lesedi LM,Impumelelo Hall,fixed outreach site,Pfizer,23/06/2021,yes,5 days,80,-26.34896,28.76905,Lesedi,Sedibeng,DC42
506,3,Sedibeng DM,Lesedi LM,Heidelberg town hall,fixed outreach site,J&J,23/06/2021,yes,5 days,120,-26.52656,28.38236,Lesedi,Sedibeng,DC42
507,4,Sedibeng DM,Emfuleni LM,Sebokeng Hospital,primary vaccination site,J&J,23/06/2021,yes,5 days,320,-26.60894,27.8494,Emfuleni,Sedibeng,DC42
508,5,Sedibeng DM,Emfuleni LM,Levai Mbatha CHC,primary vaccination site,Pfizer,31/05/2021,yes,5 days,120,-26.67966,27.78717,Emfuleni,Sedibeng,DC42
509,6,Sedibeng DM,Lesedi LM,Johan Heyns CHC,primary vaccination site,Pfizer,31/05/2021,yes,5 days,160,-33.59061,18.48811,Lesedi,Sedibeng,DC42
510,7,Sedibeng DM,Lesedi LM,Ratanda,primary vaccination site,Pfizer,31/05/2021,yes,5 days,160,-28.996320724487305,25.087142944335938,Lesedi,Sedibeng,DC42
511,8,Sedibeng DM,Emfuleni LM,Market banquet hall,primary vaccination site,Pfizer,31/05/2021,yes,5 days,120,-33.77382,25.39547,Emfuleni,Sedibeng,DC42
512,9,Sedibeng DM,Emfuleni LM,Sharpeville,fixed outreach site,Pfizer,31/05/2021,yes,5 days,120,-26.73356,27.59493,Emfuleni,Sedibeng,DC42
513,10,Sedibeng DM,Lesedi LM,Jameson Park Clinic,fixed outreach site,Pfizer,31/05/2021,yes,5 days,80,-23.85556,29.42197,Lesedi,Sedibeng,DC42
514,11,Sedibeng DM,Emfuleni LM,mafatsana thusong hall,fixed outreach site,Pfizer,31/05/2021,yes,5 days,160,-28.996320724487305,25.087142944335938,Emfuleni,Sedibeng,DC42
515,12,Sedibeng DM,Lesedi LM,usizolwethu clinic,primary vaccination site,Pfizer,31/05/2021,yes,5 days,80,-26.52062,28.29887,Lesedi,Sedibeng,DC42
516,13,Sedibeng DM,Midvaal,Midvaal,fixed outreach site,Pfizer,31/05/2021,yes,5 days,120,-26.36159,27.97871,Midvaal,Sedibeng,DC42
517,14,Johannesburg MM,Johannesburg F SD,Hillbrow CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,240,-26.18881,28.04769,,City of Johannesburg,JHB
518,15,Johannesburg MM,Johannesburg E SD,Alexandra CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,240,-26.09925,28.10835,,City of Johannesburg,JHB
519,16,Johannesburg MM,Johannesburg D SD,Chiawelo CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,240,-26.2796,27.86375,,City of Johannesburg,JHB
520,17,Johannesburg MM,Johannesburg D SD,Itireleng CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,160,-26.09441,28.17343,,City of Johannesburg,JHB
521,18,Johannesburg MM,Johannesburg G SD,Stretford CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,160,-26.49252,27.84504,,City of Johannesburg,JHB
522,19,Johannesburg MM,Johannesburg G SD,Lenasia South Hospital,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,200,-26.38351,27.84183,,City of Johannesburg,JHB
523,20,Johannesburg MM,Johannesburg D SD,CHBAH Recreational Centre,primary vaccination site,Pfizer,17/05/2021,Yes,7 days,720,-26.21612,28.04611,,City of Johannesburg,JHB
524,21,Johannesburg MM,Johannesburg C SD,Discoverers CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,240,-26.20145,28.04549,,City of Johannesburg,JHB
525,22,Johannesburg MM,Johannesburg G SD,Lenasia South Extension 5 Clinic,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,200,-26.34856,27.85242,,City of Johannesburg,JHB
526,23,Johannesburg MM,Johannesburg F SD,Charlotte Maxeke Hospital,primary vaccination site,Pfizer,24/05/2021,Yes,5 days,800,-29.85191,31.01609,,City of Johannesburg,JHB
527,24,Johannesburg MM,Johannesburg C SD,Danny Van Zyl recreational centre,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,280,-26.21612,28.04611,,City of Johannesburg,JHB
528,25,Johannesburg MM,Johannesburg A SD,Lord Khanyile Hall,primary vaccination site,Pfizer,02/06/2021,Yes,5 days,240,-26.00248,28.18358,,City of Johannesburg,JHB
529,26,Johannesburg MM,Johannesburg D SD,Kanana Community Hall,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,400,-29.57958,30.38882,,City of Johannesburg,JHB
530,27,Johannesburg MM,Johannesburg F SD,Yeoville recreation centre,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,400,-28.996320724487305,25.087142944335938,,City of Johannesburg,JHB
531,28,Johannesburg MM,Johannesburg B SD,Berairo Recreational Hall,primary vaccination site,Pfizer,07/05/2021,Yes,5 days,360,-28.996320724487305,25.087142944335938,,City of Johannesburg,JHB
532,29,Johannesburg MM,Johannesburg G SD,WitPooitjie Recreational Center,primary vaccination site,Pfizer,07/05/2021,Yes,5 days,400,-28.996320724487305,25.087142944335938,,City of Johannesburg,JHB
533,30,Johannesburg MM,Johannesburg D SD,Kopanong Community Hall,primary vaccination site,Pfizer,07/05/2021,Yes,5 days,400,-28.996320724487305,25.087142944335938,,City of Johannesburg,JHB
534,31,Johannesburg MM,Johannesburg D SD,Makhaya Community Hall,primary vaccination site,Pfizer,07/05/2021,Yes,5 days,400,-28.996320724487305,25.087142944335938,,City of Johannesburg,JHB
535,32,Johannesburg MM,Johannesburg D SD,Meadowlands zone 10 Hall,primary vaccination site,Pfizer,07/05/2021,Yes,5 days,360,-26.2192,27.88052,,City of Johannesburg,JHB
536,33,Johannesburg MM,Johannesburg E SD,Wendy wood Sports and Recreational Centre,primary vaccination site,Pfizer,07/05/2021,Yes,5 days,400,-28.996320724487305,25.087142944335938,,City of Johannesburg,JHB
537,34,Johannesburg MM,Johannesburg F SD,Mondeor Recreational Centre,primary vaccination site,Pfizer,01/06/2021,Yes,5 days,400,-26.27189,28.00154,,City of Johannesburg,JHB
538,35,Johannesburg MM,Johannesburg D SD,Diepkloof Community Hall,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,400,-26.2586,27.95659,,City of Johannesburg,JHB
539,36,Johannesburg MM,Johannesburg D SD,Naledi Community Hall,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,360,-29.57958,30.38882,,City of Johannesburg,JHB
540,37,Johannesburg MM,Johannesburg D SD,Naledi Ext 2 Sports Centre,primary vaccination site,Pfizer,07/06/2021,Yes,5 days,360,-28.996320724487305,25.087142944335938,,City of Johannesburg,JHB
541,38,Johannesburg MM,Johannesburg G SD,Weilers Farm Hall at Clinic,primary vaccination site,Pfizer,07/06/2021,Yes,5 days,360,-28.996320724487305,25.087142944335938,,City of Johannesburg,JHB
542,39,Johannesburg MM,Johannesburg E SD,Marlboro Sport Complex,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,400,-26.08258,28.10646,,City of Johannesburg,JHB
543,40,Johannesburg MM,Johannesburg E SD,Sport Complex Alexandra Eastbank,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,240,-26.09925,28.10835,,City of Johannesburg,JHB
544,41,Johannesburg MM,Johannesburg G SD,Ennerdale Ext 9 Community Centre,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,360,-26.27919,28.03484,,City of Johannesburg,JHB
545,42,Johannesburg MM,Johannesburg A SD,Midrand LA EMS,Primary Vaccination Site,Pfizer,07/06/2021,Yes,5 days,240,-25.99645,28.08488,,City of Johannesburg,JHB
546,43,Johannesburg MM,Johannesburg A SD,Diepsloot youth Centre,Primary Vaccination Site,Pfizer,Jun/Wed/2021202120212021,Yes,5 days,240,-25.93015,28.01152,,City of Johannesburg,JHB
547,44,Johannesburg MM,Johannesburg A SD,Witkoppen Clinic,primary vaccination site,J&J,23/06/2021,Yes,5 days,400,-26.00449,28.01053,,City of Johannesburg,JHB
548,45,Johannesburg MM,Johannesburg F SD,Gross Venor Hall,primary vaccination site,J&J,23/06/2021,Yes,5 days,400,-26.39165,27.85403,,City of Johannesburg,JHB
549,46,Johannesburg MM,Johannesburg BSD,Parkhurst Recreationl Centre,primary vaccination site,J&J,23/06/2021,Yes,5 days,240,-26.13837,28.0178,,City of Johannesburg,JHB
550,47,Johannesburg MM,Johannesburg C SD,Roodepoort Town Hall,primary vaccination site,J&J,24/06/2021,Yes,5 days,200,-26.14263,27.88745,,City of Johannesburg,JHB
551,48,Johannesburg MM,Johannesburg C SD,Flerhoff Community Centre,primary vaccination site,J&J,24/06/2021,Yes,5 days,200,-26.21612,28.04611,,City of Johannesburg,JHB
552,49,Johannesburg MM,Johannesburg C SD,Nkone Maruping Primary(Braamfischer Hall),primary vaccination site,J&J,23/06/2021,Yes,5 days,120,-28.996320724487305,25.087142944335938,,City of Johannesburg,JHB
553,50,Johannesburg MM,Johannesburg G SD,Arekopaneng Community Hall,primary vaccination site,J&J,23/06/2021,Yes,5 days,120,-29.57958,30.38882,,City of Johannesburg,JHB
554,51,Johannesburg MM,Johannesburg D SD,Grace Bible Church Drive thru,primary vaccination site,J&J,23/06/2021,Yes,5 days,200,-26.409,27.90275,,City of Johannesburg,JHB
555,52,Johannesburg MM,Johannesburg D SD,Phelophepha Train,primary vaccination site,Pfizer,21/06/2021,Yes,5 days,120,-26.09441,28.17343,,City of Johannesburg,JHB
556,53,Johannesburg MM,Johannesburg G SD,Freedom park clinic,primary vaccination site,Pfizer,21/06/2021,Yes,5 days,240,-25.97887,28.20194,,City of Johannesburg,JHB
557,54,Johannesburg MM,Johannesburg D SD,Poortjie clinic,primary vaccination site,Pfizer,21/06/2021,Yes,5 days,160,-26.45909,27.76752,,City of Johannesburg,JHB
558,55,Johannesburg MM,Johannesburg C SD,Tshepisong clinic,primary vaccination site,Pfizer,21/06/2021,Yes,5 days,120,-26.19116,27.80806,,City of Johannesburg,JHB
